主料面包片（适量）辅料鸡蛋（适量），蔬菜（适量），火腿（适量），奶酪片（适量）厨具不粘锅步骤1、取面包片一片。2、煎鸡蛋。3、把煎好的鸡蛋放在面包片上。4、放上自己喜欢的蔬菜。5、放上火腿肠。6、放上奶酪片。7、在上面盖上一片面包片。OK！	底部放面包片,放点火腿肠,蔬菜,再盖一层面包。
来自网络：养生的重要性是比较多的，首先通过养生的话会使自己的身体素质提高，如果说不养生的话，那么不注意好的生活饮食习惯那么肯定会衰老的比较快，而且也会有一些疾病的存在，养生的方法是比较多的，首先最基本的就是养成有规律的生活饮食方式，保持乐观的心态，保证充足的睡眠，其次可以根据自己的实际情况来选择一些保健品，但是也不要吃得太多。	是啊～不注意好的生活饮食习惯肯定会衰老的比较快唉。
来自网络：好处非常多，粗粮里面含有大量的膳食纤维，可帮助肠道蠕动，排除毒素，预防便秘。每个人都知道纤维的重要，懂得多吃水果、蔬菜固然可以补充膳食纤维，却经常会忘记粗粮是膳食纤维的重要来源。粗粮当中的不溶性纤维对于促进肠道蠕动最有帮助，而且可以与食物中的多种污染物质相结合，将它们带出体外，并把肠道打扫得干干净净。	粗粮好处很多啊～含有大量的膳食纤维～有助于肠道蠕动～排除毒素～预防便秘哦。
脖子疼可能是多方面原因造成，可能是肌肉劳损或肌肉牵拉伤所致，也可能是骨骼的增生变形、颈椎的增生变形所致，要根据不同的原因进行适当的治疗。脖子疼就是多方面的问题，有可能是肌肉劳损，肌肉的牵拉伤所导致的疼痛，有可能是骨骼的增生变形，颈椎的增生变形，导致的疼痛，也有可能是颈椎间盘突出，压迫神经所导致的疼痛，甚至是颈椎的小关节功能紊乱所导致的疼痛，根据各方面的原因可以适当的治疗，还是可以缓解的。	脖子疼。
1、握拳：白领办公的时候，最容易因为繁忙而忘了动一动，不妨利用时间小贴士来提醒自己，每过一个小时，都休息放松一下颈脖和肩膀。趁这个机会，可以做做握拳小动作，通过握紧拳头以及用力张开来循环一下手部血液。注意握拳时要用力，打开时手指要尽量向外伸直。握拳动作每分钟可以消耗3.5千卡热量哦！2、扭腰：扭腰动作，首先你的座椅要是能够旋转的。坐在座椅上，上半身挺直保持面对电脑的姿势，扭动腰部，让椅子向左或者向右交替旋转90度。这可以缓解长时间坐在电脑前不动腰部肌肉的僵硬问题，同时还可以有效减掉腰部赘肉。扭腰动作每分钟可以消耗2.2千卡热量。3、抬腿：抬腿运动主要是锻炼腿部肌肉，让腿部线条更加均匀。坐在电脑桌前，抬起一条腿，伸直并	扭腰和抬腿。
谷爱凌（GuAiling），英文名EileenGu，2003年出生于美国加利福尼亚州圣弗朗西斯科，中国女子自由式滑雪运动员。2019年8月16日，获得2019-20赛季自由式滑雪坡面障碍技巧新西兰公开赛的冠军；8月28日，获得2019年新西兰冬季运动会暨澳洲杯自由式滑雪U型场地赛冠军。	自由式滑雪运动员吗。
中国选手谷爱凌以两金一铜的总成绩结束本届世锦赛征程。新华社美国阿斯本3月16日电中国选手谷爱凌16日在此地举行的自由式滑雪世锦赛大跳台项目上摘铜，以两金一铜的总成绩结束本届世锦赛征程。谷爱凌的最终成绩为161.5分。获得金、银牌的均为俄罗斯选手，冠军塔塔里娜拿下了惊人的184.5分，亚军普鲁萨科娃得到165.5分。带着手部伤势参赛，谷爱凌在前两滑中的动作难度相对保守。她在第一滑出现较大失误，但第二滑顺利拿下了87.25分。两轮之后的积分榜对谷爱凌并不有利，争冠仅有理论可能，争取奖牌可谓背水一战。此时，塔塔里娜已凭借兼具高难度和出色完成度的前两滑，总共得到184.5分。在第一滑中出现失误的预赛第一名，法国人苔丝·勒德也在第二次尝试	她之前世锦赛时貌似就已经两金一铜了。
对谷爱凌来说，其与中国，还是有很多渊源的。因为，她出生在美国，一开始是美国人。但是，谷爱凌的妈妈是中国人，最终，她也是选择跟随自己的妈妈，放弃了美国国籍，成为一名中国人。去年的自由式滑雪世界杯意大利站，她也是一战成名，获得了首个坡面障碍项目世界杯冠军。那时候的谷爱凌，不仅夺冠了，还是参赛年纪最小的运动员。所以，谷爱凌的人气，也是立马就上来了。再加上，这是谷爱凌成为中国人之后的第一枚金牌，关注度就更高了。之后，许多人也发现一点，这样的混血小美女，颜值也真的是很高的。所以，许多人也是表示，这才是真正的女神。	颜值高,她妈妈是中国人,她选择了跟随自己的妈妈。
一是自我暗示减压法。在焦虑、紧张和烦躁时，不防自我鼓励一下，对自己说：“该复习的我都认真复习了，还怕什么呢？考试的内容无非是这些复习过的东西。”“和别的同学相比，我花的工夫一点也不少，在竞争中我并没有落后，既然如此，我又何必紧张呢？”二是肌肉放松减压法。找一个安静的环境，以轻松的姿势坐好，从上到下或从下到上依次紧张肌肉、放松肌肉，然后感受肌肉由紧张到放松的感觉。需要注意的是，此方法一定要持之以恒，每天1-2次，每次10-20分钟。三是焦点转移减压法。有意识地转移注意力是减轻心理压力的有效途径。处于压力过大的状态时，转移自己的注意力，做一些或想一些愉快的事情有助于心理压力的缓解。四是过渡性减压法。考前一	比如”该复习的我都认真复习了,还怕什么呢,“。
考前的语文复习，考生一定要把握两条线：老师的板块训练和综合训练为主线，学生查漏补缺又是一条线，两条线互相补充才能找出自己的优点和不足。另外，考前一周，考生掌握各题型的应试技巧，往往会事半功倍。1基础知识：1.看字音写汉字。考生要注意的是，记的时候不能孤立地去记单个的字，而应将其放到特定的语言环境中去记忆。2.改错别字。3.诗、文默写。4.句子的衔接。2语段阅读：1.现代文阅读。要求考生掌握①文中实词的品味和辨析。②要对课文中的重要内容理解透彻。2.文言文阅读。主要要弄懂实词的含义，理解句子以及重点段落。要对文章的字、词、段能逐个地翻译。真正地理解文章表达的意思。	查漏补缺,现代文阅读和文言文阅读就好好理解。
暴雪娱乐发行的集换式卡牌游戏《炉石传说》（Hearthstone）是暴雪娱乐发行的一款集换式卡牌游戏，作为暴雪旗下主打游戏之一，同时也是经典《魔兽》系列的延伸。在游戏中，玩家可以选取魔兽系列中的十大经典英雄人物之一，围绕其英雄的职业为主题组建自己独特的套牌，与其他玩家进行对战。游戏节奏明快、卡牌对战轻松生动，宛如冒险者们齐聚在旅店温暖的炉火边，惬意地进行一局友好的对弈，放松自己的身心。中文名炉石传说：魔兽英雄传原版名称HearthStone:HeroesOfWarcraft其他名称炉石传说、炉石内容主题魔兽、魔幻、卡牌游戏类型策略类卡牌游戏玩家人数多人游戏平台Windows/iPad/Android/iPhone/Mac	暴雪娱乐发行的一款集换式卡牌游戏哦～很多人都评价这款游戏轻松有趣呢～。
武大靖，男，汉族，1994年7月生，中国男子短道速滑队运动员。武大靖是短道速滑男子500米世界纪录保持者、奥运会纪录保持者。他从小热爱滑冰运动，从业余队到专业队，从陪练员到主力队员，多次在国际和国内重大赛事中取得优异成绩，为国家争得了荣誉，是中国短道速滑界的领军人物。	他是短道速滑男子500米世界纪录保持者,他从小热爱滑冰运动。
任子威（RenZiwei），1997年6月3日出生于中国黑龙江省哈尔滨市，中国男子短道速滑运动员。中国男子短道速滑首位世青赛全能王。2018年平昌冬奥会，任子威与队友武大靖、韩天宇、许宏志、陈德全合作，获得短道速滑男子5000米接力银牌。2019-2020赛季国际滑联短道速滑世界杯德国·德累斯顿站男子1500米，任子威套圈战术惊艳全场，最终夺得冠军。2021年“相约北京”冬季体育系列测试活动短道速滑男子1500米，任子威以2分06秒723的成绩夺得冠军，该成绩超过了荷兰选手克奈格特于2016年11月13日在美国盐湖城创造的2分07秒943世界纪录。	平昌冬奥会,武大靖与队友合作获得短道速滑男子5000米接力银牌。
东北人热爱冰雪运动，可以说是与生俱来的，得天独厚的气候条件，让大家在冰天雪地里能够尽享冰雪的乐趣，在滑冰场上，寒冷的天气阻挡不住大家冰上运动的热情，滑冰爱好者们在冰上行动自如，犹如飞燕，大家感受着速度与激情，既不辜负大自然赋予北方的冰雪又锻炼了自己的身体。据了解，在冰场上滑冰的市民大多来自敦化市冰轮协会，平均年龄超过65岁，从协会发展之初的几个人，到现在发展壮大到110余人，不断地有中老年人加入到这项冰雪运动中来，共同享受着寒冬时节独有的运动乐趣。展现全市“全民上冰雪”的浓厚氛围，迎接北京冬奥会的到来。【来源：延边发布客户端】	是的,他们热爱冰雪运动,可以说是与生俱来的,得天独厚的气候条件,能在冰天雪地里能够尽享冰雪的乐趣,同时锻炼了自己的身体。
大熊猫（学名：Ailuropodamelanoleuca）：属于食肉目熊科大熊猫亚科大熊猫属唯一的哺乳动物。仅有二个亚种。雄性个体稍大于雌性。体型肥硕似熊、丰腴富态，头圆尾短，头躯长1.2-1.8米，尾长10-12厘米。体重80-120千克，最重可达180千克，体色为黑白两色，脸颊圆，有很大的黑眼圈，标志性的内八字的行走方式，也有解剖刀般锋利的爪子。大熊猫皮肤厚，最厚处可达10毫米。黑白相间的外表，有利于隐蔽在密林的树上和积雪的地面而不易被天敌发现。	黑白相间。
第一种解释：“食铁兽”，是有学者认为是因为它常到民居觅食，舔食炊具，甚至用强有力的牙齿咬坏炊具，因而得名。第二种解释：大熊猫在无盐可食的情况下，就会闯进村民家舔食铁锅里残存的盐分，村民们不了解大熊猫的习性，误以为大熊猫在吃铁，从此便得名食铁兽。	是的,大熊猫以前会去村民家舔食他们的铁锅。
金丝猴，中国的国宝，国家一级保护动物。在动物分类学上属灵长目、猴科、仰鼻猴属。金丝猴分为三种：川金丝猴、滇金丝猴和黔金丝猴。川金丝猴分布于四川西部和北部、甘肃南部、秦岭和神农架地区，它们面孔呈蓝色，鼻孔上仰，所以也叫“蓝面猴”、“仰鼻猴”。它们毛色金黄柔软，最长可达10厘米，耀眼夺目。滇金丝猴产于云南西部，体背、体侧、四肢外侧、足和尾呈黑色，因此又叫“黑金丝猴”或“黑仰鼻猴”。其幼猴全身为白色，随年龄增长才能逐渐变成父母的体色。黔金丝猴分于贵州梵净山区，其数量十分稀少，目前国内外动物园均未饲养展出过，所以绝大多数人不能见到。其身上没有“金色”，体毛主要是灰褐色，身上有许多白斑，当地人又称之为“花	金丝猴也是中国的国宝,是国家一级保护动物。
1、沐清雨的都挺好的：《听说爱会来》（又名《眼泪的温度》、《许谁地老天荒》、《时光若有张不老的脸》（又名《幸福不脱靶》）、《驰年简诺》、《若你爱我如初》（又名《半生熟》）、《许谁天荒地老》、《弱水三千》、《许你来生》、《如果爱有天意》、《城池营垒》，2、折纸蚂蚁的《唯一的小宇》（看过，很好），女王陛下，军装下的绕指柔，秋水易色，你是我的翅膀~~~~3、林笛儿的（我目前就看过三三来迟，很喜欢）；暗恋三部曲---《邂逅一杯茶》《不等你回首》；《请别在意我》《书呆皇后》《微雨落花》《俏状元》《漂洋过海来爱你》〈爱你我不说〉〈春色如许〉〈天上掉下个林妹妹〉〈贺新郎〉，玫瑰系列----	什么《听说爱会来》《如果爱有天意》《请别在意我》都挺不错的。
来自百度知道：就业前景：整体来看，中国语言文学类专业就业情况不如经济学类学科，但目前社会对于从事文学类人才的需求数量比较大，因此考生想找到工作并不太难。很多考生会选择从事编辑、教师等工作，也有人会选择考区公务员，总体来说，本专业就业现状较为一般。就业方向：报社的采访记者——工作量大、挑战性强，经常要出差，起薪1500～3000元/月。出版社、杂志社编辑——从事图书编辑、杂志出版工作，起薪1500～2000元/月。党政机关、文化宣传部门——从事宣传、文秘工作，起薪1500～2000元/月。还有其他许多工作。当然，你也可以做一个职业作家、或自由撰稿人，这时，你的收入就取决于你自己的“个人业绩”了。	编辑、教师、文秘这些工作不是都可以做吗。
教师资格证一年可以考2次.教师资格考试每年3月和11月各举行一次，其中，上半年报名时间一般为1月份，下半年报名时间一般为9月份。面试一般在每年的5月和12月。教师资格考试每年考试日期由教育部公布，请及时关注小学和幼儿园教师资格考试网站（www.ntce.cn）的最新公告。	11月考了笔试。
因为狗狗对人很依赖，而且它知道和人亲近人就会喜欢它，所以它对人很热情。但是如果它受到人类的伤害，它也会害怕会远离人类，甚至记恨人类。	它们对人很依赖,而且知道和人亲近人就会喜欢它们。
1、赏冰灯、滑雪是必须的，所以帽子、围巾、手套是必备用品。2、冬天普遍干燥，所以皮肤、嘴唇容易干裂，事先配备护肤品，如润唇膏和护手霜等。3、在零下几十度的哈尔滨，任何器械都要注意饱暖，比如相机、手机、psp等。4、如果有愿意尝试在火炕上用餐，其实是非常有意思的，但如果夜宿火炕，没睡过的人会较容易“上火”，早起会喉咙疼，口干，不必担心，多喝水，多吃水果就能改善，睡炕时尽量睡炕梢。5、哈尔滨有两个美食集中地：中央大街和开发区的黄河路，那里菜的份量通常比较大，游客点菜酌情，冬天的东北菜以炖菜为主，可不好打包的。6、游客如果想减轻出行时的行李负担，就到了当地再购买羽绒衣裤、羊毛衣裤等，价格会便宜些、应该也是	赏冰灯,滑雪,能到零下几十度。
热点一：看海冬季到三亚看海，体验三亚三个特色景点冬季到三亚来看海，你会发现三亚的海是有特色的海，三亚的冬季是有特色的冬季，体会这样的特色当然要去看看这样的景点，这就要到西岛去，到亚龙湾边，到蜈支洲岛上。蜈支洲岛是海南岛周围为数不多的有淡水资源的小岛。蜈支洲岛全年温和气爽，四季怡人，是度假休闲、避寒冬泳、娱乐的理想去处。在西岛，在亚龙湾，可以踩着柔软的沙滩看海，可以潜水到海底去，或是在坐着玻璃船在海底观光，这是你在冷冷的北方不敢想象的，因为这时的北方已滴水便成冰，而人们却还能潜水到海底。热点二：游玩在三亚一定要自由自在，不受任何约束。三亚的景点以大海为主，所有的景色相差不大，建议一定要去亚龙	还可以坐着玻璃穿在海底观光。
春节三亚酒店最贵5万一晚春节期间的三亚，亚龙湾铂尔曼度假酒店，泳池别墅最贵达21721元/晚；凯宾斯基度假酒店36880元/晚……虎年春节，三亚的酒店价格频频刷新国内酒店房价之最，文华东方庭园豪华房更是开出57500元/晚的天价，一时间，“三亚酒店价格已与迪拜帆船酒店接轨”、“三亚一夜，堪比马尔代夫七天”的说法在网友间热议。上海大众国旅相关负责人告诉记者，平时入住四星级、五星级酒店的三亚游价格在2980元至3280元不等，往年春节基本涨到5000多元，但今年基本报价全在6000元以上，有的要涨到6500元，此外，四天三夜的自由行，平时6000元能搞定，虎年春节要卖到1.2万元以上。	春节要涨到6000以上。
因为季风关系，北京属于温带季风气候，夏季陆地气温高于海洋，形成气压差，盛行东南季风；冬季陆地气温低于海洋，盛行西北季风[惊恐][惊恐][惊恐]你们都在说什么啊！？由于陆地和海洋的热力性质的差异，同样气温下陆地的降温更厉害。气温降低、气压升高。背靠最大的大陆，北半球的冬季在蒙古附近生成蒙古-西伯利亚高压。而北京就背靠着蒙古-西伯利亚高压，能不刮风嘛！因为霾太大~~~不刮风就毒死你~刮风就吹死你！有机会去大庆试试，爽死你	北京临近蒙古-西伯利亚高压带。
“高考状元”一般指中国大陆地区“全国普通高等学校招生全国统一考试”各省市、自治区和直辖市的高考成绩第一名。按照高考分数是否加分分为“裸分状元”与“加分状元”。按照高考分科分为“文科状元”与“理科状元”。另外还有“复读状元”。长期以来，高考状元作为中国各地区高考的第一名，因其特有的商业价值和教育影响引起了全社会的强烈关注，高考状元的光环映射着状元情结和状元文化，牵动着中国全体考生、高校、中学、老师、家长、商家、媒体乃至全社会的眼球，成为高考赛场上万人瞩目的焦点。	还能得到全社会的关注,还有商业价值。
1.清华大学：中国工学老大，实力超群，名副其实的大学巨无霸。2.北京大学：综合类大学老大，文科、理科、医科都是顶呱呱。3.复旦大学：综合类大学老二，南方“小北大”，似乎什么都比北大差一点。4.浙江大学：工学综合实力老二，南方“小清华”，比老大差得很远，化工类和电气类牛比，理科也不弱，合并院校的老大。5.南京大学：理科实力超牛，让人总感觉是靠SCI发家致富。6.上海交通大学：机械、电气、航海类实力强大，又合并了农学院、上海第二医科大学，越来越壮。成为与浙大在工科相抗衡的强大对手、大有超二望一的势头。7.中国科技大学：典型高、精、尖、“精品大学”，学风正，最有资格成为中国的世界一流大学。8.北京协和医科大学：医科圣	是中国最好的两个大学。
清华大学（TsinghuaUniversity），简称“清华”，是中华人民共和国教育部直属的全国重点大学，位列国家“双一流”A类、“985工程”、“211工程”，入选“2011计划”、“珠峰计划”、“强基计划”、“111计划”，为九校联盟（C9）、松联盟、中国大学校长联谊会、亚洲大学联盟、环太平洋大学联盟、清华—剑桥—MIT低碳大学联盟成员、中国高层次人才培养和科学技术研究的基地，被誉为“红色工程师的摇篮”。	还是国家双一流A类大学。
北京大学（PekingUniversity），简称“北大”，是中华人民共和国教育部直属的全国重点大学，位列“双一流”、“211工程”、“985工程”，入选“学位授权自主审核单位”、“基础学科拔尖学生培养试验计划”、“基础学科招生改革试点”、“高等学校创新能力提升计划”、“高等学校学科创新引智计划”，为九校联盟、松联盟、中国大学校长联谊会、京港大学联盟、亚洲大学联盟、东亚研究型大学协会、国际研究型大学联盟、环太平洋大学联盟、全球大学校长论坛、21世纪学术联盟、东亚四大学论坛、国际公立大学论坛、中俄综合性大学联盟成员。	也是双一流大学。
以下结果来自爱扬教育网：北京大学专业有：经济学类专业、计算机科学与技术专业、法学专业、工商管理类专业、数学与应用数学专业、西班牙语专业、阿拉伯语专业等。	北京大学的经济类专业、工商管理类、法学专业等都很厉害。
服部平次，日本漫画《名侦探柯南》及其衍生作品中的角色，姓名来源于服部刑事（《侦探物语》中的人物，工藤俊作的好友）以及钱形平次。大阪改方学园高中部二年级的学生，关西的高中生名侦探，和工藤新一并称“关东的工藤，关西的服部”。父亲是大阪府警本部长服部平藏，父子两人都是剑道高手。与远山和叶是青梅竹马的同班同学。深色皮肤，带着浓厚的关西腔。在调查一起案件时发现了江户川柯南的真实身份就是工藤新一，是《名侦探柯南》中第一个主动发现江户川柯南身份的人。之后成为江户川柯南（工藤新一）的好友，两人经常联手办案。	是的呀,高中生侦探、会剑道。
柯南漫画连载已有24年，动画播放已有22年。《名侦探柯南》是根据青山刚昌创作的侦探漫画《名侦探柯南》改编的动画作品。漫画《名侦探柯南》是连载于《周刊少年Sunday》的推理漫画，漫画讲述了主人公江户川柯南以天生的推理能力对抗神秘组织，并与同伴一起解决无数案件的故事。江户川柯南，日本动漫《名侦探柯南》及其衍生作品的主人公和《魔术快斗》及其衍生作品中的客串角色。真实身份为高中生侦探工藤新一，人称“平成年代的福尔摩斯”“日本警察的救世主”。他因跟踪黑衣组织而被偷袭并灌下毒药，变成一年级小学生的模样。后化名为江户川柯南并寄住于毛利小五郎家中，解决案件的同时也在秘密调查黑衣组织。	24年了。
生肖狗2022年桃花运较好月份四月份桃花来临。属狗人憨厚的性格其实并不讨喜，相对于异性而言大家只会觉得他们太过于无趣。不过四月份的时候大家也会发现属狗人的憨厚无疑也是一种优秀的性格，因为憨厚的人毕竟不会做坏事，很老实。虽然不怎么有趣，但是还是可以作为依靠，所以这个月生肖狗的桃花也是很旺盛。好好把握，不要错失良机。2022年属狗人的桃花方位属狗人在地支为戌土，亥水在西北方为天喜桃花，巳火在东南方为红鸾桃花，卯木在正东方为咸池桃花。至于异性星，干支会存在不少，但看桃花，参考异性价值不大，就好比你认识了一堆异性，难道就能和对方发展异性关系。真正的桃花，是不管你有多差，就是有那么一个或者几个异性会被你吸引，希望和	属狗今年桃花运很好,4月份会有桃花。
双减政策是“减轻学生作业负担和压减学科类校外培训机构”。首先，为提高教育质量，落实立德树人的根本任务，中共中央办公厅、国务院办公厅印发了《关于进一步减轻义务教育阶段学生作业负担和校外培训负担的意见》。其次，双减政策的实施，能够有效减轻学生的学业负担，提高学生的学习兴趣，使学生德智体美劳全方面发展。最后，根据《关于进一步减轻义务教育阶段学生作业负担和校外培训负担的意见》第二十四条规定，坚决压减学科类校外培训。对现有学科类培训机构重新审核登记，逐步大大压减，解决过多过滥问题；依法依规严肃查处存在不符合资质、管理混乱、借机敛财、虚假宣传、与学校勾连牟利等严重问题的机构。	双减政策主要是减轻学生的作业负担。
1.智联招聘，前程无忧，中华英才网。中华英才网已经被58同城收购，招聘市场已经发生了翻天覆地的变化，一定要根据市场需求不断的变化与创新，否则企业很难存活下去。2.看准网，职友集，内推网，拉钩网，猎聘网，若邻网3.58同城，赶集网，百姓网4.通过熟人内推找工作比如你在某家公司工作，你可以推荐你的前同事或朋友或亲人来这家公司面试，由于是熟人推荐的，因此通过面试的概率相对来说会更高。	比如智联招聘、前程无忧和看准网等。
东野圭吾的代表作品是《以眨眼干杯》、《嫌疑人X的献身》、《放学后》、《白夜行》、《神探伽利略》、《秘密》、《预知梦》	白夜行,嫌疑人X的献身。
在十二星座中，狮子座是最具有权威感与支配能力的星座。通常有一种贵族气息或是王者风范。受人尊重，做事相当独立，知道如何运用能力和权术以达到目的。本质是阳刚、专制、具有太阳般的生气、宽宏大量、乐观、海派、光明磊落、不拘小节、心胸开阔。不过也会有顽固、傲慢、独裁的一面。同时，他们天生怀抱着崇高的理想，能够全力以赴、发挥旺盛的生命力为周遭的人、为弱者或正义而战。对弱者有慈悲心及同情心，对自己很有自信，擅长组织事务，喜欢有秩序；能够发挥创造的才华，使成果具有建设性、原创性，是个行动派。	我知道你是狮子座这种星座一般都有种王者风范受人尊重你觉得呢。
巨蟹座的人温和、真诚，比较敏感，而且缺乏安全感，自我保护意识强烈，所以本人也很慢热，也说明为人重感情，朋友一旦选择了，他们希望是一生的。巨蟹座通常有爱心，乐善好施。	巨蟹座比较温和、真诚,也比较敏感。
