生活旅行[SEP]广东省潮州市[SEP]桂林山水甲天下我知道这句话，桂林离我们远吗？[SEP]坐火车去桂林（这个时刻表我现在没查了，你自己研究一下），最好买卧铺，到桂林时间还比较长，坐硬座有点累。到桂林之后不要在桂林住，出火车站左拐走到长途汽车站，不远。买票去阳朔。在阳朔西街找个私人旅馆住下。如果时间早，就租个自行车到外面转转，时间晚就在西街转转。阳朔周边大概有两三条线路，每天去玩一下，不用急。晚上就西街转转，吃吃饭。漓江在阳朔附近找个私人的去玩玩就可以了，自己玩比在桂林坐旅游船玩别有一番风味。但是坐船不在阳朔，是坐小巴到另外一个镇子去玩，你可以到驴友上面查一下，也可以到时候去问一下店主。阳朔玩完了的后一天早上就坐车回桂林，到了之后去买返城的火车票，但不是当天的，是3天后的。然后看好	不远,就在广西,去了以后你还要去阳朔西街逛逛、去漓江坐坐竹筏。
生活旅行[SEP]广东省潮州市[SEP]那我就去桂林吧，那边冷不冷？[SEP]欢迎来到桂林，桂林是个好地方哟~桂林9月到十月中旬之前，白天还是比较舒服的，可以穿短袖。但是因为这段时间是入秋了，早晚温差很大，而且会不时有几天很凉，刮风下雨，可以穿薄外套或者风衣。十月下旬就可以穿长袖了，十一月基本上需要穿外套了。桂林的冬天很冷，虽说气温没有北方低，但是因为主要是阴冷湿冷（经常阴雨绵绵，还有雨夹雪），所以会让人产生冷得彻骨的感觉。由于我们这边室内是没有暖气的，所以即使坐在屋里也还是会觉得很冷。因此建议最好要有件羽绒服。还有就是，记得保护好你的手脚和耳朵哦，注意保暖，不少外地人来了以后不适应这边的阴冷，冬天都很容易长冻疮。	桂林九月到十月比较适合旅游。
生活家庭家务[SEP]广东省珠海市[SEP]嗯嗯，这是个方法，我家刚买的不粘锅，可以做个三明治早餐[SEP]主料面包片（适量）辅料鸡蛋（适量），蔬菜（适量），火腿（适量），奶酪片（适量）厨具不粘锅步骤1、取面包片一片。2、煎鸡蛋。3、把煎好的鸡蛋放在面包片上。4、放上自己喜欢的蔬菜。5、放上火腿肠。6、放上奶酪片。7、在上面盖上一片面包片。OK！	底部放面包片,加个煎鸡蛋,放点火腿肠,蔬菜,再盖一层面包。
健康养生[SEP]新疆维吾尔自治区图木舒克市[SEP]现在意识到养生越来越重要了[SEP]来自网络：养生的重要性是比较多的，首先通过养生的话会使自己的身体素质提高，如果说不养生的话，那么不注意好的生活饮食习惯那么肯定会衰老的比较快，而且也会有一些疾病的存在，养生的方法是比较多的，首先最基本的就是养成有规律的生活饮食方式，保持乐观的心态，保证充足的睡眠，其次可以根据自己的实际情况来选择一些保健品，但是也不要吃得太多。	是啊,不注意好的生活饮食习惯肯定会衰老的比较快唉。
健康养生[SEP]新疆维吾尔自治区图木舒克市[SEP]是啊，我现在都是多吃粗粮[SEP]来自网络：好处非常多，粗粮里面含有大量的膳食纤维，可帮助肠道蠕动，排除毒素，预防便秘。每个人都知道纤维的重要，懂得多吃水果、蔬菜固然可以补充膳食纤维，却经常会忘记粗粮是膳食纤维的重要来源。粗粮当中的不溶性纤维对于促进肠道蠕动最有帮助，而且可以与食物中的多种污染物质相结合，将它们带出体外，并把肠道打扫得干干净净。	含有大量的膳食纤维,排除毒素,预防便秘哦。
健康常见病[SEP]新疆维吾尔自治区伊犁哈萨克自治州[SEP]实在不好意思，我今天起床发现我脖子疼得厉害，我想去医院看一下[SEP]脖子疼可能是多方面原因造成，可能是肌肉劳损或肌肉牵拉伤所致，也可能是骨骼的增生变形、颈椎的增生变形所致，要根据不同的原因进行适当的治疗。脖子疼就是多方面的问题，有可能是肌肉劳损，肌肉的牵拉伤所导致的疼痛，有可能是骨骼的增生变形，颈椎的增生变形，导致的疼痛，也有可能是颈椎间盘突出，压迫神经所导致的疼痛，甚至是颈椎的小关节功能紊乱所导致的疼痛，根据各方面的原因可以适当的治疗，还是可以缓解的。	脖子疼。
健康常见病[SEP]新疆维吾尔自治区伊犁哈萨克自治州[SEP]我也不知道怎么弄的，最近不是脖子疼就是腰疼，有时候手也疼，哪里都是病，你说我是不是老了[SEP]来自网络：1:眼病。表现为视觉模糊、视力下降、眼睛干涩、发痒、灼热、疼痛和畏光等，有的人还伴有头痛症状。这种不适是由于长期使用电脑造成的，也是工作压力大而感到身心疲乏的反应，需要正确对待工作压力，并采取适当措施缓解压力。2:工作场所抑郁症。表现为身体的某个部位疼痛，或是疲劳、睡不着、吃不下，进一步发展为没有心情进行日常的活动，严重的还会导致脾气暴躁，甚至产生自杀的念头。轻微的抑郁症，可通过各种放松活动、运动来释放，学习如何控制生活中的压力很重要。病症如果较深，就要尽早接受治疗。3:泌尿系统疾病。办公室一族经常伏案工作，不记得饮水也经常忘记“方便”。经常憋尿会患上泌尿和肾脏疾病，男性发病率高于女性。憋尿是一种不良习惯，极	平时久坐不运动。
健康常见病[SEP]新疆维吾尔自治区伊犁哈萨克自治州[SEP]对对，我之前每天盯着电脑视力也下降了。主要是工作太忙没时间运动[SEP]1、握拳：白领办公的时候，最容易因为繁忙而忘了动一动，不妨利用时间小贴士来提醒自己，每过一个小时，都休息放松一下颈脖和肩膀。趁这个机会，可以做做握拳小动作，通过握紧拳头以及用力张开来循环一下手部血液。注意握拳时要用力，打开时手指要尽量向外伸直。握拳动作每分钟可以消耗3.5千卡热量哦！2、扭腰：扭腰动作，首先你的座椅要是能够旋转的。坐在座椅上，上半身挺直保持面对电脑的姿势，扭动腰部，让椅子向左或者向右交替旋转90度。这可以缓解长时间坐在电脑前不动腰部肌肉的僵硬问题，同时还可以有效减掉腰部赘肉。扭腰动作每分钟可以消耗2.2千卡热量。3、抬腿：抬腿运动主要是锻炼腿部肌肉，让腿部线条更加均匀。坐在电脑桌前，抬起一条腿，伸直并	握握拳,扭腰和抬腿。
体育运动[SEP]湖北省仙桃市[SEP]你看冬奥会了吗？谷爱凌夺冠了。[SEP]谷爱凌（GuAiling），英文名EileenGu，2003年出生于美国加利福尼亚州圣弗朗西斯科，中国女子自由式滑雪运动员。2019年8月16日，获得2019-20赛季自由式滑雪坡面障碍技巧新西兰公开赛的冠军；8月28日，获得2019年新西兰冬季运动会暨澳洲杯自由式滑雪U型场地赛冠军。	自由式滑雪运动员吗。
体育运动[SEP]湖北省仙桃市[SEP]主要是她夺冠的那个运动可太帅了，那么高往下滑，还要转好多圈，看着就吓人。[SEP]中国选手谷爱凌以两金一铜的总成绩结束本届世锦赛征程。新华社美国阿斯本3月16日电中国选手谷爱凌16日在此地举行的自由式滑雪世锦赛大跳台项目上摘铜，以两金一铜的总成绩结束本届世锦赛征程。谷爱凌的最终成绩为161.5分。获得金、银牌的均为俄罗斯选手，冠军塔塔里娜拿下了惊人的184.5分，亚军普鲁萨科娃得到165.5分。带着手部伤势参赛，谷爱凌在前两滑中的动作难度相对保守。她在第一滑出现较大失误，但第二滑顺利拿下了87.25分。两轮之后的积分榜对谷爱凌并不有利，争冠仅有理论可能，争取奖牌可谓背水一战。此时，塔塔里娜已凭借兼具高难度和出色完成度的前两滑，总共得到184.5分。在第一滑中出现失误的预赛第一名，法国人苔丝·勒德也在第二次尝试	她之前世锦赛时貌似就已经两金一铜了。
体育运动[SEP]湖北省仙桃市[SEP]对，但是她好厉害啊，她最近好火。[SEP]对谷爱凌来说，其与中国，还是有很多渊源的。因为，她出生在美国，一开始是美国人。但是，谷爱凌的妈妈是中国人，最终，她也是选择跟随自己的妈妈，放弃了美国国籍，成为一名中国人。去年的自由式滑雪世界杯意大利站，她也是一战成名，获得了首个坡面障碍项目世界杯冠军。那时候的谷爱凌，不仅夺冠了，还是参赛年纪最小的运动员。所以，谷爱凌的人气，也是立马就上来了。再加上，这是谷爱凌成为中国人之后的第一枚金牌，关注度就更高了。之后，许多人也发现一点，这样的混血小美女，颜值也真的是很高的。所以，许多人也是表示，这才是真正的女神。	颜值高,她妈妈是中国人,她选择了跟随自己的妈妈。
学习工作考试语文[SEP]甘肃省平凉市[SEP]最近要期末考试了，每天的学习好紧张。[SEP]一是自我暗示减压法。在焦虑、紧张和烦躁时，不防自我鼓励一下，对自己说：“该复习的我都认真复习了，还怕什么呢？考试的内容无非是这些复习过的东西。”“和别的同学相比，我花的工夫一点也不少，在竞争中我并没有落后，既然如此，我又何必紧张呢？”二是肌肉放松减压法。找一个安静的环境，以轻松的姿势坐好，从上到下或从下到上依次紧张肌肉、放松肌肉，然后感受肌肉由紧张到放松的感觉。需要注意的是，此方法一定要持之以恒，每天1-2次，每次10-20分钟。三是焦点转移减压法。有意识地转移注意力是减轻心理压力的有效途径。处于压力过大的状态时，转移自己的注意力，做一些或想一些愉快的事情有助于心理压力的缓解。四是过渡性减压法。考前一	越是快要考试越要放松,比如”该复习的我都认真复习了,还怕什么呢,“。
学习工作考试语文[SEP]甘肃省平凉市[SEP]上次语文考试太差了，语文老师说我这次再不行就要请家长了。[SEP]考前的语文复习，考生一定要把握两条线：老师的板块训练和综合训练为主线，学生查漏补缺又是一条线，两条线互相补充才能找出自己的优点和不足。另外，考前一周，考生掌握各题型的应试技巧，往往会事半功倍。1基础知识：1.看字音写汉字。考生要注意的是，记的时候不能孤立地去记单个的字，而应将其放到特定的语言环境中去记忆。2.改错别字。3.诗、文默写。4.句子的衔接。2语段阅读：1.现代文阅读。要求考生掌握①文中实词的品味和辨析。②要对课文中的重要内容理解透彻。2.文言文阅读。主要要弄懂实词的含义，理解句子以及重点段落。要对文章的字、词、段能逐个地翻译。真正地理解文章表达的意思。	查漏补缺,现代文阅读和文言文阅读就好好理解。
泛娱乐游戏[SEP]河北省秦皇岛市[SEP]诶？炉石传说是什么[SEP]暴雪娱乐发行的集换式卡牌游戏《炉石传说》（Hearthstone）是暴雪娱乐发行的一款集换式卡牌游戏，作为暴雪旗下主打游戏之一，同时也是经典《魔兽》系列的延伸。在游戏中，玩家可以选取魔兽系列中的十大经典英雄人物之一，围绕其英雄的职业为主题组建自己独特的套牌，与其他玩家进行对战。游戏节奏明快、卡牌对战轻松生动，宛如冒险者们齐聚在旅店温暖的炉火边，惬意地进行一局友好的对弈，放松自己的身心。中文名炉石传说：魔兽英雄传原版名称HearthStone:HeroesOfWarcraft其他名称炉石传说、炉石内容主题魔兽、魔幻、卡牌游戏类型策略类卡牌游戏玩家人数多人游戏平台Windows/iPad/Android/iPhone/Mac	暴雪娱乐发行的一款集换式卡牌游戏哦。
泛娱乐游戏[SEP]河北省秦皇岛市[SEP]这是什么！？[SEP]1、光遇的基础游戏目标是寻找游戏中的子民以及收集蜡烛。（遇到屏障会提示“你的星火还不够强大，请让更多星星回归天际”就是要找到更多子民。）2、寻找子民。这里的子民指的是游戏中的人影。找到蓝色人影并触碰它，跟随光点，我们可以看到一个深灰色的石像，点燃石像上的火苗，它就会教我们一个新的互动姿势。找到黄色人影，与它们互动收集“光之翼”，我们的飞行技能就可以得到升级——斗篷背后星星的数量就代表我们的飞行级别。3、寻找蜡烛。游戏世界中有很多蜡烛，点燃它们或者接近点燃的蜡烛，我们就能收集到烛光，收集满一根后点击就可以铸造一根新的蜡烛。4、通关。找到每一关的子民，穿过艰难险阻，最终跪坐在石碑前接受祝福，就是通过这一关了。通关	目标就是寻找游戏中的子民以及收集蜡烛。
体育运动员武大靖[SEP]澳门特别行政区风顺堂区[SEP]我最近关注短道速滑项目多一些。武大靖作太帅了，老将宝刀未老。[SEP]武大靖，男，汉族，1994年7月生，中国男子短道速滑队运动员。武大靖是短道速滑男子500米世界纪录保持者、奥运会纪录保持者。他从小热爱滑冰运动，从业余队到专业队，从陪练员到主力队员，多次在国际和国内重大赛事中取得优异成绩，为国家争得了荣誉，是中国短道速滑界的领军人物。	他是短道速滑男子500米世界纪录保持者,他从小热爱滑冰运动。
体育运动员武大靖[SEP]澳门特别行政区风顺堂区[SEP]平昌大靖的一举夺冠再加上后来的二破世界纪录，让大家给予了他很多厚望，确实也不负众望。[SEP]任子威（RenZiwei），1997年6月3日出生于中国黑龙江省哈尔滨市，中国男子短道速滑运动员。中国男子短道速滑首位世青赛全能王。2018年平昌冬奥会，任子威与队友武大靖、韩天宇、许宏志、陈德全合作，获得短道速滑男子5000米接力银牌。2019-2020赛季国际滑联短道速滑世界杯德国·德累斯顿站男子1500米，任子威套圈战术惊艳全场，最终夺得冠军。2021年“相约北京”冬季体育系列测试活动短道速滑男子1500米，任子威以2分06秒723的成绩夺得冠军，该成绩超过了荷兰选手克奈格特于2016年11月13日在美国盐湖城创造的2分07秒943世界纪录。	平昌冬奥会,武大靖与队友合作获得短道速滑男子5000米接力银牌。
体育运动员武大靖[SEP]澳门特别行政区风顺堂区[SEP]是不是滑冰都是东北那块的，最近被东北话洗脑了，哈哈哈。[SEP]东北人热爱冰雪运动，可以说是与生俱来的，得天独厚的气候条件，让大家在冰天雪地里能够尽享冰雪的乐趣，在滑冰场上，寒冷的天气阻挡不住大家冰上运动的热情，滑冰爱好者们在冰上行动自如，犹如飞燕，大家感受着速度与激情，既不辜负大自然赋予北方的冰雪又锻炼了自己的身体。据了解，在冰场上滑冰的市民大多来自敦化市冰轮协会，平均年龄超过65岁，从协会发展之初的几个人，到现在发展壮大到110余人，不断地有中老年人加入到这项冰雪运动中来，共同享受着寒冬时节独有的运动乐趣。展现全市“全民上冰雪”的浓厚氛围，迎接北京冬奥会的到来。【来源：延边发布客户端】	是的,他们热爱冰雪运动,可以说是与生俱来的,得天独厚的气候条件,能在冰天雪地里能够尽享冰雪的乐趣,同时锻炼了自己的身体。
本地生活景点大熊猫[SEP]香港特别行政区屯门区[SEP]你有没有见过大熊猫呀？[SEP]大熊猫（学名：Ailuropodamelanoleuca）：属于食肉目熊科大熊猫亚科大熊猫属唯一的哺乳动物。仅有二个亚种。雄性个体稍大于雌性。体型肥硕似熊、丰腴富态，头圆尾短，头躯长1.2-1.8米，尾长10-12厘米。体重80-120千克，最重可达180千克，体色为黑白两色，脸颊圆，有很大的黑眼圈，标志性的内八字的行走方式，也有解剖刀般锋利的爪子。大熊猫皮肤厚，最厚处可达10毫米。黑白相间的外表，有利于隐蔽在密林的树上和积雪的地面而不易被天敌发现。	黑白相间。
本地生活景点大熊猫[SEP]香港特别行政区屯门区[SEP]我只在电视上看过，我听说熊猫以前被叫做食铁兽。[SEP]第一种解释：“食铁兽”，是有学者认为是因为它常到民居觅食，舔食炊具，甚至用强有力的牙齿咬坏炊具，因而得名。第二种解释：大熊猫在无盐可食的情况下，就会闯进村民家舔食铁锅里残存的盐分，村民们不了解大熊猫的习性，误以为大熊猫在吃铁，从此便得名食铁兽。	是的,大熊猫以前会去村民家舔食他们的铁锅,所以被叫做食铁兽。
本地生活景点大熊猫[SEP]香港特别行政区屯门区[SEP]我还喜欢金丝猴，我觉得长得非常可爱和机灵。[SEP]金丝猴，中国的国宝，国家一级保护动物。在动物分类学上属灵长目、猴科、仰鼻猴属。金丝猴分为三种：川金丝猴、滇金丝猴和黔金丝猴。川金丝猴分布于四川西部和北部、甘肃南部、秦岭和神农架地区，它们面孔呈蓝色，鼻孔上仰，所以也叫“蓝面猴”、“仰鼻猴”。它们毛色金黄柔软，最长可达10厘米，耀眼夺目。滇金丝猴产于云南西部，体背、体侧、四肢外侧、足和尾呈黑色，因此又叫“黑金丝猴”或“黑仰鼻猴”。其幼猴全身为白色，随年龄增长才能逐渐变成父母的体色。黔金丝猴分于贵州梵净山区，其数量十分稀少，目前国内外动物园均未饲养展出过，所以绝大多数人不能见到。其身上没有“金色”，体毛主要是灰褐色，身上有许多白斑，当地人又称之为“花	金丝猴也是中国的国宝,是国家一级保护动物。
文化小说[SEP]广东省珠海市[SEP]有没有好看的小说推荐推荐？[SEP]1、沐清雨的都挺好的：《听说爱会来》（又名《眼泪的温度》、《许谁地老天荒》、《时光若有张不老的脸》（又名《幸福不脱靶》）、《驰年简诺》、《若你爱我如初》（又名《半生熟》）、《许谁天荒地老》、《弱水三千》、《许你来生》、《如果爱有天意》、《城池营垒》，2、折纸蚂蚁的《唯一的小宇》（看过，很好），女王陛下，军装下的绕指柔，秋水易色，你是我的翅膀~~~~3、林笛儿的（我目前就看过三三来迟，很喜欢）；暗恋三部曲---《邂逅一杯茶》《不等你回首》；《请别在意我》《书呆皇后》《微雨落花》《俏状元》《漂洋过海来爱你》〈爱你我不说〉〈春色如许〉〈天上掉下个林妹妹〉〈贺新郎〉，玫瑰系列----	什么《听说爱会来》《如果爱有天意》《请别在意我》都挺不错的。
文化小说[SEP]广东省珠海市[SEP]这些都是言情小说吧？我比较喜欢看玄幻的[SEP]第一本：《永夜君王》作者：烟雨江南简介：千夜自困苦中崛起，在背叛中坠落。自此一个人，一把枪，行在永夜与黎明之间，却走出一段传奇。若永夜注定是他的命运，那他也要成为主宰的王。内容摘要：个女人不笑的时候端庄得象历史书上的贵妇人，可是表情一旦生动起来，就有一种说不出的妩媚和勾人。此时她的声音，她的动作都诱惑之极，有些大点的孩子呼吸开始急促，然而旁边打杂兼打手的大汉们却都面有惧色，连龙海的表情也明显变得不自然。千夜忽然想起两名考试不合格，被她活活抽死的两个伙伴，也是心底一寒。第二本：《雪中悍刀行》作者：烽火戏诸侯	玄幻的话你可以看《雪中悍刀行》和《永夜君王》。
学习工作就业中国寓言就业[SEP]河南省济源市[SEP]也不远了，要未雨绸缪，毕竟听说咱们中国语言文学不好就业的。[SEP]来自百度知道：就业前景：整体来看，中国语言文学类专业就业情况不如经济学类学科，但目前社会对于从事文学类人才的需求数量比较大，因此考生想找到工作并不太难。很多考生会选择从事编辑、教师等工作，也有人会选择考区公务员，总体来说，本专业就业现状较为一般。就业方向：报社的采访记者——工作量大、挑战性强，经常要出差，起薪1500～3000元/月。出版社、杂志社编辑——从事图书编辑、杂志出版工作，起薪1500～2000元/月。党政机关、文化宣传部门——从事宣传、文秘工作，起薪1500～2000元/月。还有其他许多工作。当然，你也可以做一个职业作家、或自由撰稿人，这时，你的收入就取决于你自己的“个人业绩”了。	编辑、教师、文秘这些工作不是都可以做吗。
学习工作就业中国寓言就业[SEP]河南省济源市[SEP]啥？你啥时候考的？你居然背着我们偷考了一个证。[SEP]教师资格证一年可以考2次.教师资格考试每年3月和11月各举行一次，其中，上半年报名时间一般为1月份，下半年报名时间一般为9月份。面试一般在每年的5月和12月。教师资格考试每年考试日期由教育部公布，请及时关注小学和幼儿园教师资格考试网站（www.ntce.cn）的最新公告。	11月考了笔试。
生活宠物狗狗[SEP]安徽省蚌埠市[SEP]我更喜欢小狗！狗狗非常热情、粘人，真的太乖了，相比之下我觉得猫猫太高冷了。[SEP]因为狗狗对人很依赖，而且它知道和人亲近人就会喜欢它，所以它对人很热情。但是如果它受到人类的伤害，它也会害怕会远离人类，甚至记恨人类。	它们对人很依赖,而且知道和人亲近人就会喜欢它们。
生活宠物狗狗[SEP]安徽省蚌埠市[SEP]是的，而且狗狗还可以作为导盲犬、警犬，很厉害的！你知道哪些狗适合做导盲犬吗？[SEP]1、导盲犬品种有：拉布拉多犬、德国狼犬、金毛犬。导盲犬具有自然平和的心态，会适时站立、拒食、帮助盲人乘车、传递物品，对路人的干扰不予理睬，同时也不会对他们进行攻击。2、导盲犬是经过严格训练的狗，是工作犬的一种。经过训练后的导盲犬可帮助盲人去学校、商店、洗衣店、街心花园等。它们习惯于颈圈、导盲牵引带和其他配件的约束，懂得很多口令，可以带领盲人安全地走路，当遇到障碍和需要拐弯时，会引导主人停下以免发生危险。	像是拉布拉多犬、德国狼犬和金毛犬都很适合作为导盲犬。
生活旅行[SEP]山东省济南市[SEP]哈尔滨现在有什么可玩的？[SEP]1、赏冰灯、滑雪是必须的，所以帽子、围巾、手套是必备用品。2、冬天普遍干燥，所以皮肤、嘴唇容易干裂，事先配备护肤品，如润唇膏和护手霜等。3、在零下几十度的哈尔滨，任何器械都要注意饱暖，比如相机、手机、psp等。4、如果有愿意尝试在火炕上用餐，其实是非常有意思的，但如果夜宿火炕，没睡过的人会较容易“上火”，早起会喉咙疼，口干，不必担心，多喝水，多吃水果就能改善，睡炕时尽量睡炕梢。5、哈尔滨有两个美食集中地：中央大街和开发区的黄河路，那里菜的份量通常比较大，游客点菜酌情，冬天的东北菜以炖菜为主，可不好打包的。6、游客如果想减轻出行时的行李负担，就到了当地再购买羽绒衣裤、羊毛衣裤等，价格会便宜些、应该也是	赏冰灯,滑雪,能到零下几十度。
